,0,1,name
0,Price,469.1,SUNTV
1,Mkt Cap,184843.0,SUNTV
2,Vol,271.9,SUNTV
3,P/E,13.5,SUNTV
4,P/CF,8.9,SUNTV
5,EPS (TTM),34.8,SUNTV
6,% ch,-1.2,SUNTV
7,No. of shares,394.08,SUNTV
8,% ch week,10.1,SUNTV
9,% ch 1-mth,24.9,SUNTV
10,% ch 12-mth,5.9,SUNTV
11,52 week H/L,551.0/259.8,SUNTV
12,52weekHigh,551.0,SUNTV
13,52weekLow,259.8,SUNTV
14,Indian Promoters,75.0%,SUNTV
15,Foreign collaborators,0.0%,SUNTV
16,Indian inst/Mut Fund,1.9%,SUNTV
17,FIIs,16.8%,SUNTV
18,ADR/GDR,0.0%,SUNTV
19,Free float,6.3%,SUNTV
20,Shareholders,31237,SUNTV
21,Pledged promoter(s) holding,6.4%,SUNTV
22,REGD OFF,"Murasoli Maran Towers, 73, MRC Nagar Main Road, MRC Nagar, Chennai - 28",SUNTV
23,E-MAIL,ravi@sunnetwork.in,SUNTV
24,TELEPHONE,(044) 4467 6767,SUNTV
25,SECTOR,MEDIA,SUNTV
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",SUNTV
27,AUDITOR,S. R. Batliboi & Assoc.,SUNTV
28,CHM, Kalanithi Maran (MD),SUNTV
29,COMP SEC, R. Ravi,SUNTV
30,YEAR OF INC, 1985,SUNTV
31,BSE CODE, 532733,SUNTV
32,FV (Rs), 5,SUNTV
33,DIV YIELD (%), 2.7,SUNTV
