,0,1,name
0,Price,120.6,ICMN
1,Mkt Cap,37031.0,ICMN
2,Vol,3.2,ICMN
3,P/E,-93.6,ICMN
4,P/CF,10.4,ICMN
5,EPS (TTM),-1.3,ICMN
6,% ch,0.5,ICMN
7,No. of shares,307.18,ICMN
8,% ch week,4.6,ICMN
9,% ch 1-mth,2.0,ICMN
10,% ch 12-mth,65.1,ICMN
11,52 week H/L,140.0/69.5,ICMN
12,52weekHigh,140.0,ICMN
13,52weekLow,69.5,ICMN
14,Indian Promoters,28.2%,ICMN
15,Foreign collaborators,0.0%,ICMN
16,Indian inst/Mut Fund,13.6%,ICMN
17,FIIs,31.8%,ICMN
18,ADR/GDR,1.1%,ICMN
19,Free float,25.3%,ICMN
20,Shareholders,96086,ICMN
21,Pledged promoter(s) holding,76.2%,ICMN
22,REGD OFF,"Dhun Building, 827, Anna Salai, Chennai - 600 002",ICMN
23,E-MAIL,investor@indiacements.co.in,ICMN
24,TELEPHONE,(044) 2852 1526,ICMN
25,SECTOR,CEMENT,ICMN
26,TR AGENT,"Integrated Enterprises, Kences Towers, North Usman Road, Chennai-17",ICMN
27,AUDITOR,Brahmayya & Co.,ICMN
28,CHM, N. Srinivasan (MD),ICMN
29,COMP SEC, G. Balakrishnan (Sr. VP),ICMN
30,YEAR OF INC, 1946,ICMN
31,BSE CODE, 530005,ICMN
32,FV (Rs), 10,ICMN
33,DIV YIELD (%), 0.7,ICMN
