,0,1,name
0,Price,57.8,HMCH
1,Mkt Cap,24184.0,HMCH
2,Vol,20.1,HMCH
3,P/E,11.4,HMCH
4,P/CF,6.7,HMCH
5,EPS (TTM),5.1,HMCH
6,% ch,-1.1,HMCH
7,No. of shares,418.41,HMCH
8,% ch week,27.7,HMCH
9,% ch 1-mth,27.0,HMCH
10,% ch 12-mth,-27.3,HMCH
11,52 week H/L,92.0/27.3,HMCH
12,52weekHigh,92.0,HMCH
13,52weekLow,27.3,HMCH
14,Indian Promoters,0.0%,HMCH
15,Foreign collaborators,0.0%,HMCH
16,Indian inst/Mut Fund,0.0%,HMCH
17,FIIs,0.0%,HMCH
18,ADR/GDR,0.0%,HMCH
19,Free float,0.0%,HMCH
20,Shareholders,,HMCH
21,Pledged promoter(s) holding,0.0%,HMCH
22,REGD OFF,"Ruby House 8, India Exchange Place 2nd Floor, Kolkata",HMCH
23,E-MAIL,sales@himadri.com,HMCH
24,TELEPHONE,(033) 2230-4363,HMCH
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",HMCH
26,TR AGENT,,HMCH
27,YEAR OF INC, 1990,HMCH
28,BSE CODE, 500184,HMCH
29,FV (Rs), 1,HMCH
30,DIV YIELD (%), 0.3,HMCH
