,0,1,name
0,Price,199.6,BHIL
1,Mkt Cap,369182.0,BHIL
2,Vol,408.5,BHIL
3,P/E,21.8,BHIL
4,P/CF,14.3,BHIL
5,EPS (TTM),9.2,BHIL
6,% ch,0.1,BHIL
7,No. of shares,1849.61,BHIL
8,% ch week,-0.1,BHIL
9,% ch 1-mth,2.0,BHIL
10,% ch 12-mth,-18.6,BHIL
11,52 week H/L,295.8/121.3,BHIL
12,52weekHigh,295.8,BHIL
13,52weekLow,121.3,BHIL
14,Indian Promoters,79.4%,BHIL
15,Foreign collaborators,0.0%,BHIL
16,Indian inst/Mut Fund,1.7%,BHIL
17,FIIs,11.7%,BHIL
18,ADR/GDR,0.0%,BHIL
19,Free float,7.3%,BHIL
20,Shareholders,27584,BHIL
21,Pledged promoter(s) holding,0.0%,BHIL
22,REGD OFF,"Bharti Crescent, 1, Nelson Mandela Road,, Vasant Kunj, Phase-II, New Delhi-70",BHIL
23,E-MAIL,compliance.officer@bharti-infratel.in,BHIL
24,TELEPHONE,(011) 4666 6100,BHIL
25,SECTOR,TELECOM,BHIL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",BHIL
27,AUDITOR,S. R. Batliboi & Assoc.,BHIL
28,CHM, Mr. Akhil Gupta,BHIL
29,COMP SEC, Anupam Garg,BHIL
30,YEAR OF INC, 2006,BHIL
31,BSE CODE, 534816,BHIL
32,FV (Rs), 10,BHIL
33,DIV YIELD (%), 7.5,BHIL
