,0,1,name
0,Price,83.3,ALMC
1,Mkt Cap,46132.0,ALMC
2,Vol,4.8,ALMC
3,P/E,49.3,ALMC
4,P/CF,101.2,ALMC
5,EPS (TTM),1.7,ALMC
6,% ch,0.6,ALMC
7,No. of shares,553.80,ALMC
8,% ch week,0.4,ALMC
9,% ch 1-mth,2.3,ALMC
10,% ch 12-mth,110.1,ALMC
11,52 week H/L,96.9/25.0,ALMC
12,52weekHigh,96.9,ALMC
13,52weekLow,25.0,ALMC
14,Indian Promoters,64.0%,ALMC
15,Foreign collaborators,0.0%,ALMC
16,Indian inst/Mut Fund,0.2%,ALMC
17,FIIs,9.7%,ALMC
18,ADR/GDR,0.0%,ALMC
19,Free float,26.1%,ALMC
20,Shareholders,54701,ALMC
21,Pledged promoter(s) holding,0.0%,ALMC
22,REGD OFF,"Alembic Road, Vadodara - 390 003",ALMC
23,E-MAIL,alembic.investors@alembic.co.in,ALMC
24,TELEPHONE,(0265) 228 0550,ALMC
25,SECTOR,PHARMACEUTICALS,ALMC
26,TR AGENT,"Link Intime India, B-102-103, Shangrila Complex, 1st Flr., Akota, Vadodara-20",ALMC
27,AUDITOR,K. S. Aiyar & Co.,ALMC
28,CHM, Chirayu R. Amin (MD),ALMC
29,COMP SEC, Chirag K. Shukla,ALMC
30,YEAR OF INC, 1907,ALMC
31,BSE CODE, 506235,ALMC
32,FV (Rs), 2,ALMC
33,DIV YIELD (%), 0.1,ALMC
