,0,1,name
0,Price,73.6,OMAXE
1,Mkt Cap,13461.0,OMAXE
2,Vol,0.0,OMAXE
3,P/E,26.9,OMAXE
4,P/CF,23.4,OMAXE
5,EPS (TTM),2.7,OMAXE
6,% ch,-0.3,OMAXE
7,No. of shares,182.90,OMAXE
8,% ch week,-2.1,OMAXE
9,% ch 1-mth,11.9,OMAXE
10,% ch 12-mth,-62.2,OMAXE
11,52 week H/L,222.2/59.6,OMAXE
12,52weekHigh,222.2,OMAXE
13,52weekLow,59.6,OMAXE
14,Indian Promoters,75.0%,OMAXE
15,Foreign collaborators,0.0%,OMAXE
16,Indian inst/Mut Fund,2.4%,OMAXE
17,FIIs,11.1%,OMAXE
18,ADR/GDR,0.0%,OMAXE
19,Free float,11.5%,OMAXE
20,Shareholders,75160,OMAXE
21,Pledged promoter(s) holding,75.5%,OMAXE
22,REGD OFF,"Omaxe House, 7, Local Shopping Centre, Kalkaji, New Delhi - 110 019",OMAXE
23,E-MAIL,vrr@omaxe.com,OMAXE
24,TELEPHONE,(011) 4189 6757,OMAXE
25,SECTOR,CONSTRUCTION,OMAXE
26,TR AGENT,"Link Intime India, A-40, Naraina Indl Area, Phase II, New Delhi - 110 028",OMAXE
27,AUDITOR,Doogar & Assoc.,OMAXE
28,CHM, Rohtas Goel (MD),OMAXE
29,COMP SEC, Venkat Rao (Addtn VP Finance),OMAXE
30,YEAR OF INC, 1989,OMAXE
31,BSE CODE, 532880,OMAXE
32,FV (Rs), 10,OMAXE
33,DIV YIELD (%), 1.0,OMAXE
