,0,1,name
0,Price,182.6,TILL
1,Mkt Cap,1831.0,TILL
2,Vol,19.6,TILL
3,P/E,-6.5,TILL
4,P/CF,5.1,TILL
5,EPS (TTM),-27.9,TILL
6,% ch,20.0,TILL
7,No. of shares,10.03,TILL
8,% ch week,23.5,TILL
9,% ch 1-mth,32.3,TILL
10,% ch 12-mth,-3.7,TILL
11,52 week H/L,232.0/92.3,TILL
12,52weekHigh,232.0,TILL
13,52weekLow,92.3,TILL
14,Indian Promoters,37.1%,TILL
15,Foreign collaborators,19.3%,TILL
16,Indian inst/Mut Fund,16.0%,TILL
17,FIIs,2.7%,TILL
18,ADR/GDR,0.0%,TILL
19,Free float,25.1%,TILL
20,Shareholders,8301,TILL
21,Pledged promoter(s) holding,0.0%,TILL
22,REGD OFF,"1, Taratolla Road, Garden Reach, Kolkata - 700 024",TILL
23,E-MAIL,secretarial.department@tilindia.com,TILL
24,TELEPHONE,(033) 2469 3732,TILL
25,SECTOR,MISCELLANEOUS,TILL
26,TR AGENT,"CB Management Services, P-22, Bondel Road, Kolkata-700 019",TILL
27,AUDITOR,Deloitte Haskins & Sells,TILL
28,CHM, A. Mazumdar,TILL
29,COMP SEC, Sekhar Bhattacharjee,TILL
30,YEAR OF INC,,TILL
31,BSE CODE, 505196,TILL
32,FV (Rs), 10,TILL
33,DIV YIELD (%), 1.0,TILL
