,0,1,name
0,Price,6057.5,TKPR
1,Mkt Cap,70267.0,TKPR
2,Vol,1.0,TKPR
3,P/E,32.3,TKPR
4,P/CF,32.1,TKPR
5,EPS (TTM),187.4,TKPR
6,% ch,3.4,TKPR
7,No. of shares,11.60,TKPR
8,% ch week,12.9,TKPR
9,% ch 1-mth,9.9,TKPR
10,% ch 12-mth,4.8,TKPR
11,52 week H/L,"6,524.7/3,918.1",TKPR
12,52weekHigh,"6,524.7",TKPR
13,52weekLow,"3,918.1",TKPR
14,Indian Promoters,70.4%,TKPR
15,Foreign collaborators,0.0%,TKPR
16,Indian inst/Mut Fund,6.1%,TKPR
17,FIIs,14.8%,TKPR
18,ADR/GDR,0.0%,TKPR
19,Free float,8.7%,TKPR
20,Shareholders,12634,TKPR
21,Pledged promoter(s) holding,0.0%,TKPR
22,REGD OFF,"Plot No. 38, SIPCOT Industrial Complex, Hosur, Tamil Nadu - 635 126",TKPR
23,E-MAIL,investorhelp@ttkprestige.com,TKPR
24,TELEPHONE,(080) 2221 7438,TKPR
25,SECTOR,CONSUMER DURABLES,TKPR
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",TKPR
27,AUDITOR,S. Viswanathan,TKPR
28,CHM, T. T. Jagannathan,TKPR
29,COMP SEC, K. Shankaran,TKPR
30,YEAR OF INC, 1955,TKPR
31,BSE CODE, 517506,TKPR
32,FV (Rs), 10,TKPR
33,DIV YIELD (%), 0.5,TKPR
