,0,1,name
0,Price,605.7,MAHM
1,Mkt Cap,752329.0,MAHM
2,Vol,7.4,MAHM
3,P/E,-86.4,MAHM
4,P/CF,8.7,MAHM
5,EPS (TTM),-7.0,MAHM
6,% ch,0.6,MAHM
7,No. of shares,1242.18,MAHM
8,% ch week,-2.9,MAHM
9,% ch 1-mth,1.2,MAHM
10,% ch 12-mth,11.3,MAHM
11,52 week H/L,648.6/245.8,MAHM
12,52weekHigh,648.6,MAHM
13,52weekLow,245.8,MAHM
14,Indian Promoters,25.2%,MAHM
15,Foreign collaborators,0.1%,MAHM
16,Indian inst/Mut Fund,15.9%,MAHM
17,FIIs,36.9%,MAHM
18,ADR/GDR,5.0%,MAHM
19,Free float,16.9%,MAHM
20,Shareholders,167076,MAHM
21,Pledged promoter(s) holding,7.7%,MAHM
22,REGD OFF,"Gateway Building, Apollo Bunder, Mumbai - 400 001",MAHM
23,E-MAIL,investors@mahindra.com,MAHM
24,TELEPHONE,(022) 2497 5074,MAHM
25,SECTOR,AUTOMOBILES/VEHICLES,MAHM
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr., Andheri (E), Mumbai-72",MAHM
27,AUDITOR,Deloitte Haskins & Sells,MAHM
28,CHM, Anand Mahindra,MAHM
29,COMP SEC, Narayan Shankar,MAHM
30,YEAR OF INC, 1945,MAHM
31,BSE CODE, 500520,MAHM
32,FV (Rs), 5,MAHM
33,DIV YIELD (%), 1.2,MAHM
