,0,1,name
0,Price,258.9,INET
1,Mkt Cap,32611.0,INET
2,Vol,0.8,INET
3,P/E,20.4,INET
4,P/CF,13.4,INET
5,EPS (TTM),12.7,INET
6,% ch,1.1,INET
7,No. of shares,125.98,INET
8,% ch week,21.1,INET
9,% ch 1-mth,42.0,INET
10,% ch 12-mth,-45.7,INET
11,52 week H/L,487.4/145.0,INET
12,52weekHigh,487.4,INET
13,52weekLow,145.0,INET
14,Indian Promoters,73.5%,INET
15,Foreign collaborators,0.0%,INET
16,Indian inst/Mut Fund,0.0%,INET
17,FIIs,6.0%,INET
18,ADR/GDR,0.0%,INET
19,Free float,20.5%,INET
20,Shareholders,1520,INET
21,Pledged promoter(s) holding,0.0%,INET
22,REGD OFF,"5th Floor, Sunteck Centre, 37-40, Subhash Road, Vile Parle (E), Mumbai-57",INET
23,E-MAIL,cosec@sunteckindia.com,INET
24,TELEPHONE,(022) 2626 7800,INET
25,SECTOR,CONSTRUCTION,INET
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",INET
27,AUDITOR,Lodha & Co.,INET
28,CHM, Kamal Khetan (MD),INET
29,COMP SEC, Rachana Hingarajia,INET
30,YEAR OF INC, 1982,INET
31,BSE CODE, 512179,INET
32,FV (Rs), 2,INET
33,DIV YIELD (%), 0.6,INET
