,0,1,name
0,Price,705.9,HTECH
1,Mkt Cap,1915440.0,HTECH
2,Vol,151.0,HTECH
3,P/E,16.3,HTECH
4,P/CF,15.7,HTECH
5,EPS (TTM),43.3,HTECH
6,% ch,-0.1,HTECH
7,No. of shares,2713.67,HTECH
8,% ch week,-1.8,HTECH
9,% ch 1-mth,3.7,HTECH
10,% ch 12-mth,29.2,HTECH
11,52 week H/L,728.8/375.5,HTECH
12,52weekHigh,728.8,HTECH
13,52weekLow,375.5,HTECH
14,Indian Promoters,44.5%,HTECH
15,Foreign collaborators,17.1%,HTECH
16,Indian inst/Mut Fund,3.6%,HTECH
17,FIIs,29.1%,HTECH
18,ADR/GDR,0.0%,HTECH
19,Free float,5.8%,HTECH
20,Shareholders,89311,HTECH
21,Pledged promoter(s) holding,0.0%,HTECH
22,REGD OFF,"806, Siddharth, 96, Nehru Place, New Delhi - 110 019",HTECH
23,E-MAIL,manishanand@hcl.com,HTECH
24,TELEPHONE,(020) 2520 917,HTECH
25,SECTOR,SOFTWARE,HTECH
26,TR AGENT,"Alankit Assignments, 205-208, Anarkali Market, Jhandewalan Extn., Delhi-55",HTECH
27,AUDITOR,S. R Batliboi & Co.,HTECH
28,CHM, Shiv Nadar (CSO),HTECH
29,COMP SEC, Manish Anand,HTECH
30,YEAR OF INC, 1991,HTECH
31,BSE CODE, 532281,HTECH
32,FV (Rs), 2,HTECH
33,DIV YIELD (%), 0.6,HTECH
