,0,1,name
0,Price,145.2,PEARL
1,Mkt Cap,3145.0,PEARL
2,Vol,0.2,PEARL
3,P/E,5.4,PEARL
4,P/CF,6.9,PEARL
5,EPS (TTM),27.1,PEARL
6,% ch,-2.2,PEARL
7,No. of shares,21.66,PEARL
8,% ch week,2.9,PEARL
9,% ch 1-mth,28.1,PEARL
10,% ch 12-mth,11.9,PEARL
11,52 week H/L,202.0/82.5,PEARL
12,52weekHigh,202.0,PEARL
13,52weekLow,82.5,PEARL
14,Indian Promoters,53.4%,PEARL
15,Foreign collaborators,13.2%,PEARL
16,Indian inst/Mut Fund,6.6%,PEARL
17,FIIs,5.4%,PEARL
18,ADR/GDR,0.0%,PEARL
19,Free float,21.4%,PEARL
20,Shareholders,21962,PEARL
21,Pledged promoter(s) holding,0.0%,PEARL
22,REGD OFF,"A-3, Community Centre, Naraina Industrial Area, Phase II, New Delhi - 110 028",PEARL
23,E-MAIL,sandeep.sabharwal@houseofpearl.com,PEARL
24,TELEPHONE,(0124) 465 1714,PEARL
25,SECTOR,TEXTILES,PEARL
26,TR AGENT,"Link Intime India, A-40, Naraina Industrial Area, Phase II, New Delhi - 110 028",PEARL
27,AUDITOR,S. R. Dinodia & Co.,PEARL
28,CHM, Deepak Seth,PEARL
29,COMP SEC, Sandeep Sabharwal (GM),PEARL
30,YEAR OF INC, 1989,PEARL
31,BSE CODE, 532808,PEARL
32,FV (Rs), 10,PEARL
33,DIV YIELD (%), 1.4,PEARL
