,0,1,name
0,Price,690.1,MOTIL
1,Mkt Cap,100223.0,MOTIL
2,Vol,6.3,MOTIL
3,P/E,42.1,MOTIL
4,P/CF,31.9,MOTIL
5,EPS (TTM),16.4,MOTIL
6,% ch,1.2,MOTIL
7,No. of shares,145.24,MOTIL
8,% ch week,2.7,MOTIL
9,% ch 1-mth,-4.2,MOTIL
10,% ch 12-mth,22.4,MOTIL
11,52 week H/L,903.5/426.0,MOTIL
12,52weekHigh,903.5,MOTIL
13,52weekLow,426.0,MOTIL
14,Indian Promoters,74.1%,MOTIL
15,Foreign collaborators,0.0%,MOTIL
16,Indian inst/Mut Fund,7.5%,MOTIL
17,FIIs,5.3%,MOTIL
18,ADR/GDR,0.0%,MOTIL
19,Free float,13.1%,MOTIL
20,Shareholders,11283,MOTIL
21,Pledged promoter(s) holding,0.0%,MOTIL
22,REGD OFF,"Motilal Oswal Tower, Rahimtullah Sayani Road, Prabhadevi, Mumbai-25",MOTIL
23,E-MAIL,shareholders@motilaloswal.com,MOTIL
24,TELEPHONE,(022) 3080 1000,MOTIL
25,SECTOR,MISCELLANEOUS,MOTIL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",MOTIL
27,AUDITOR,Haribhakti & Co.,MOTIL
28,CHM," Motilal Oswal (CEO,MD)",MOTIL
29,COMP SEC, Samrat Sanyal,MOTIL
30,YEAR OF INC, 2006,MOTIL
31,BSE CODE, 532892,MOTIL
32,FV (Rs), 1,MOTIL
33,DIV YIELD (%), 1.2,MOTIL
