,0,1,name
0,Price,861.9,GPL
1,Mkt Cap,171810.0,GPL
2,Vol,18.4,GPL
3,P/E,70.9,GPL
4,P/CF,67.8,GPL
5,EPS (TTM),12.2,GPL
6,% ch,0.4,GPL
7,No. of shares,199.35,GPL
8,% ch week,-1.2,GPL
9,% ch 1-mth,-3.8,GPL
10,% ch 12-mth,-4.2,GPL
11,52 week H/L,"1,188.0/506.0",GPL
12,52weekHigh,"1,188.0",GPL
13,52weekLow,506.0,GPL
14,Indian Promoters,75.0%,GPL
15,Foreign collaborators,0.0%,GPL
16,Indian inst/Mut Fund,1.5%,GPL
17,FIIs,11.5%,GPL
18,ADR/GDR,0.0%,GPL
19,Free float,12.1%,GPL
20,Shareholders,33172,GPL
21,Pledged promoter(s) holding,0.0%,GPL
22,REGD OFF,"Godrej Bhavan, 4th Flr, 4-A, Home Street, Fort,Mumbai - 400 001",GPL
23,E-MAIL,secretarial@godrejproperties.com,GPL
24,TELEPHONE,(022) 6651 0200,GPL
25,SECTOR,CONSTRUCTION,GPL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",GPL
27,AUDITOR,KALYANIWALLA & MISTRY,GPL
28,CHM, Adi B. Godrej,GPL
29,COMP SEC, Shodhan A. Kembhavi,GPL
30,YEAR OF INC, 1985,GPL
31,BSE CODE, 533150,GPL
32,FV (Rs), 5,GPL
33,DIV YIELD (%), -,GPL
