,0,1,name
0,Price,88.2,NRBB
1,Mkt Cap,8548.0,NRBB
2,Vol,91.7,NRBB
3,P/E,108.6,NRBB
4,P/CF,5.9,NRBB
5,EPS (TTM),0.8,NRBB
6,% ch,3.3,NRBB
7,No. of shares,96.92,NRBB
8,% ch week,12.6,NRBB
9,% ch 1-mth,12.7,NRBB
10,% ch 12-mth,-5.2,NRBB
11,52 week H/L,118.1/48.5,NRBB
12,52weekHigh,118.1,NRBB
13,52weekLow,48.5,NRBB
14,Indian Promoters,60.1%,NRBB
15,Foreign collaborators,0.0%,NRBB
16,Indian inst/Mut Fund,4.8%,NRBB
17,FIIs,19.0%,NRBB
18,ADR/GDR,0.0%,NRBB
19,Free float,16.1%,NRBB
20,Shareholders,9147,NRBB
21,Pledged promoter(s) holding,0.0%,NRBB
22,REGD OFF,"Dhannur, 15, Sir P. M. Road, Fort, Mumbai - 400 001",NRBB
23,E-MAIL,sc.rangani@nrbbearings.co.in,NRBB
24,TELEPHONE,(022) 2266 4160,NRBB
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",NRBB
26,TR AGENT,"Universal Capital Sec., 21, Shakil Niwas, Mahakali Caves Rd., Mumbai-93",NRBB
27,AUDITOR,Deloitte Haskins & Sells,NRBB
28,CHM, Trilochan Singh Sahney,NRBB
29,COMP SEC, S. C. Rangani,NRBB
30,YEAR OF INC, 1965,NRBB
31,BSE CODE, 530367,NRBB
32,FV (Rs), 2,NRBB
33,DIV YIELD (%), 2.9,NRBB
