,0,1,name
0,Price,432.6,TUBE
1,Mkt Cap,80952.0,TUBE
2,Vol,4.9,TUBE
3,P/E,45.7,TUBE
4,P/CF,30.6,TUBE
5,EPS (TTM),9.5,TUBE
6,% ch,7.6,TUBE
7,No. of shares,187.13,TUBE
8,% ch week,15.5,TUBE
9,% ch 1-mth,28.6,TUBE
10,% ch 12-mth,-6.9,TUBE
11,52 week H/L,568.2/222.0,TUBE
12,52weekHigh,568.2,TUBE
13,52weekLow,222.0,TUBE
14,Indian Promoters,48.3%,TUBE
15,Foreign collaborators,0.0%,TUBE
16,Indian inst/Mut Fund,12.3%,TUBE
17,FIIs,13.2%,TUBE
18,ADR/GDR,2.8%,TUBE
19,Free float,23.4%,TUBE
20,Shareholders,22014,TUBE
21,Pledged promoter(s) holding,1.5%,TUBE
22,REGD OFF,"Dare House, 234, N. S. C Bose Road, Chennai - 600 001",TUBE
23,E-MAIL,sureshs@tii.murugappa.com,TUBE
24,TELEPHONE,(044) 4228 6711,TUBE
25,SECTOR,AUTOMOBILES/VEHICLES,TUBE
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",TUBE
27,AUDITOR,Deloitte Haskins & Sells,TUBE
28,CHM, M. M. Murugappan,TUBE
29,COMP SEC, S. Suresh,TUBE
30,YEAR OF INC, 1949,TUBE
31,BSE CODE, 504973,TUBE
32,FV (Rs), 2,TUBE
33,DIV YIELD (%), 0.3,TUBE
