,0,1,name
0,Price,2194.4,HLL
1,Mkt Cap,4749283.0,HLL
2,Vol,43.7,HLL
3,P/E,69.2,HLL
4,P/CF,61.2,HLL
5,EPS (TTM),31.7,HLL
6,% ch,-0.4,HLL
7,No. of shares,2164.27,HLL
8,% ch week,-0.1,HLL
9,% ch 1-mth,-0.7,HLL
10,% ch 12-mth,17.1,HLL
11,52 week H/L,"2,614.0/1,756.0",HLL
12,52weekHigh,"2,614.0",HLL
13,52weekLow,"1,756.0",HLL
14,Indian Promoters,0.0%,HLL
15,Foreign collaborators,67.3%,HLL
16,Indian inst/Mut Fund,4.1%,HLL
17,FIIs,14.1%,HLL
18,ADR/GDR,0.0%,HLL
19,Free float,14.5%,HLL
20,Shareholders,322351,HLL
21,Pledged promoter(s) holding,0.0%,HLL
22,REGD OFF,"Hindustan Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai-99",HLL
23,E-MAIL,levercare.shareholder@unilever.com,HLL
24,TELEPHONE,(022) 3983 2285,HLL
25,SECTOR,CONSUMER PRODUCTS,HLL
26,TR AGENT,"Karvy Computershare, 17-24, Vittalrao Nagar, Madhapur, Hyderabad-81",HLL
27,AUDITOR,BSR & Co.,HLL
28,CHM, Harish Manwani,HLL
29,COMP SEC, Dev Bajpal,HLL
30,YEAR OF INC, 1933,HLL
31,BSE CODE, 500696,HLL
32,FV (Rs), 1,HLL
33,DIV YIELD (%), 1.1,HLL
