,0,1,name
0,Price,575.5,NWSE
1,Mkt Cap,40543.0,NWSE
2,Vol,4.0,NWSE
3,P/E,17.3,NWSE
4,P/CF,21.1,NWSE
5,EPS (TTM),33.2,NWSE
6,% ch,1.6,NWSE
7,No. of shares,70.46,NWSE
8,% ch week,7.6,NWSE
9,% ch 1-mth,26.9,NWSE
10,% ch 12-mth,9.5,NWSE
11,52 week H/L,816.9/381.1,NWSE
12,52weekHigh,816.9,NWSE
13,52weekLow,381.1,NWSE
14,Indian Promoters,61.8%,NWSE
15,Foreign collaborators,1.8%,NWSE
16,Indian inst/Mut Fund,4.9%,NWSE
17,FIIs,8.7%,NWSE
18,ADR/GDR,0.0%,NWSE
19,Free float,22.9%,NWSE
20,Shareholders,12392,NWSE
21,Pledged promoter(s) holding,0.0%,NWSE
22,REGD OFF,"Nesco Complex, Western Express Highway Goregoan (E), Mumbai - 400 063",NWSE
23,E-MAIL,companysecrectary@nesco.in,NWSE
24,TELEPHONE,(022) 6645 0123,NWSE
25,SECTOR,MISCELLANEOUS,NWSE
26,TR AGENT,"Sharex Dynamic, Unit 1, Luthra Indl. Premises, Andheri (E), Mumbai-72",NWSE
27,AUDITOR,Shah & Co.,NWSE
28,CHM, Sumant J. Patel (MD),NWSE
29,COMP SEC, Geeta Bandekar,NWSE
30,YEAR OF INC, 1939,NWSE
31,BSE CODE, 505355,NWSE
32,FV (Rs), 10,NWSE
33,DIV YIELD (%), 0.4,NWSE
