,0,1,name
0,Price,5388.0,ISHV
1,Mkt Cap,175595.0,ISHV
2,Vol,0.1,ISHV
3,P/E,76.0,ISHV
4,P/CF,64.7,ISHV
5,EPS (TTM),70.9,ISHV
6,% ch,0.6,ISHV
7,No. of shares,32.59,ISHV
8,% ch week,6.0,ISHV
9,% ch 1-mth,6.5,ISHV
10,% ch 12-mth,-22.6,ISHV
11,52 week H/L,"8,200.0/4,420.0",ISHV
12,52weekHigh,"8,200.0",ISHV
13,52weekLow,"4,420.0",ISHV
14,Indian Promoters,34.9%,ISHV
15,Foreign collaborators,40.1%,ISHV
16,Indian inst/Mut Fund,0.9%,ISHV
17,FIIs,7.8%,ISHV
18,ADR/GDR,0.0%,ISHV
19,Free float,16.3%,ISHV
20,Shareholders,18623,ISHV
21,Pledged promoter(s) holding,0.0%,ISHV
22,REGD OFF,"SPA-65A, Bhiwadi Indl. Area, Bhiwadi, Dist. Alwar, Rajasthan - 301 019",ISHV
23,E-MAIL,vyas.a@pg.com,ISHV
24,TELEPHONE,(022) 2826 6000,ISHV
25,SECTOR,CONSUMER PRODUCTS,ISHV
26,TR AGENT,"MAS Services, T-34, 2nd Flr., Okhla Indl. Area, Phase II, New Delhi-20",ISHV
27,AUDITOR,Deloitte Haskin & Sells,ISHV
28,CHM, B. S. Mehta,ISHV
29,COMP SEC, Jessica Rastogi,ISHV
30,YEAR OF INC, 1984,ISHV
31,BSE CODE, 507815,ISHV
32,FV (Rs), 10,ISHV
33,DIV YIELD (%), 0.4,ISHV
